_id,business_status,geometry.location.lat,geometry.location.lng,name,place_id,rating,types,user_ratings_total,vicinity
5f7dfbe4f9ea96e61672dce2,OPERATIONAL,-33.8764102,151.2081496,Macchiato Wood Fire Pizza & Coffee Roastery,ChIJIwfAJT2uEmsRrIZ3SLoX5GM,4.2,"[""bar"",""restaurant"",""food"",""point_of_interest"",""store"",""establishment""]",3285,"Shop 2/338 Pitt Street, Sydney"
5f7dfbe4f9ea96e61672dce3,OPERATIONAL,-33.86785649999999,151.2206764,Kingsleys Woolloomooloo,ChIJTfBi7G2uEmsRA4yIBZQT_3Q,4.1,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",640,"10/6 Cowper Wharf Roadway, Woolloomooloo"
5f7dfbe5f9ea96e61672dce4,OPERATIONAL,-33.869657,151.204818,Since I Left You (SILY),ChIJM7AQLj-uEmsRqFCcaS_zL-4,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",500,"338 Kent Street, Sydney"
5f7dfbe5f9ea96e61672dce5,OPERATIONAL,-33.86972290000001,151.205634,The Baxter Inn,ChIJ10M4PT-uEmsRMeqvCIcacXo,4.7,"[""bar"",""point_of_interest"",""establishment""]",2496,"152-156 Clarence Street, Sydney"
5f7dfbe5f9ea96e61672dce6,OPERATIONAL,-33.8665956,151.2075711,Ash St. Cellar,ChIJmV7vXkCuEmsR9FIPGtxMh8s,4.2,"[""restaurant"",""cafe"",""bar"",""food"",""point_of_interest"",""establishment""]",223,"1 Ash Street, Sydney"
5f7dfbe5f9ea96e61672dce7,OPERATIONAL,-33.869791,151.210077,Fix Wine Bar + Restaurant,ChIJX-Fj4j-uEmsR61Ld5O9bWDE,4.5,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",178,"111 Elizabeth Street, Sydney"
5f7dfbe5f9ea96e61672dce8,OPERATIONAL,-33.8617169,151.2064254,Harts Pub,ChIJsyWauUOuEmsRTV8K0-nEo6Y,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",1219,"Essex St &, Gloucester Street, The Rocks"
5f7dfbe5f9ea96e61672dce9,OPERATIONAL,-33.8640815,151.2075994,Establishment Bar,ChIJ23v2MoNkEmsRelBk875ih3E,3.9,"[""bar"",""point_of_interest"",""establishment""]",1174,"Ground Floor, 252 George Street, Sydney"
5f7dfbe5f9ea96e61672dcea,OPERATIONAL,-33.8837584,151.2344266,Four in Hand Pub,ChIJbWYckeKtEmsR6VClka_7NQ0,4.1,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",319,"105 Sutherland Street, Paddington"
5f7dfbe5f9ea96e61672dceb,OPERATIONAL,-33.85659829999999,151.2073426,Harbour View Hotel,ChIJV_wrHl2uEmsR92Q_ubhgXDI,4.1,"[""lodging"",""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",753,"18 Lower Fort Street, Dawes Point"
5f7dfbe5f9ea96e61672dcec,OPERATIONAL,-33.8888609,151.2325784,The Wine Library,ChIJrUzUQweuEmsRMdkXZwM_G8w,4.5,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",174,"18 Oxford Street, Woollahra"
5f7dfbe5f9ea96e61672dced,CLOSED_TEMPORARILY,-33.8650047,151.2033736,The Sussex Hotel,ChIJRRcbJEeuEmsRGUevvdn564Q,4,"[""bar"",""point_of_interest"",""establishment""]",472,"20 Sussex Street, Sydney"
5f7dfbe5f9ea96e61672dcee,OPERATIONAL,-33.8666444,151.2036972,Small Bar,ChIJ2eAQUEeuEmsROG64DRSFBfE,4.5,"[""bar"",""point_of_interest"",""establishment""]",493,"48 Erskine Street, Sydney"
5f7dfbe5f9ea96e61672dcef,OPERATIONAL,-33.8863254,151.2094246,Bodega,ChIJ353SCSKuEmsRVBcgf48LV98,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",294,"entrance on, 50 Holt Street, Gladstone Street, Surry Hills"
5f7dfbe5f9ea96e61672dcf0,OPERATIONAL,-33.8723395,151.2078375,The ArtHouse Hotel,ChIJ7Wd9XT6uEmsRSC2bqOeJQuA,3.9,"[""night_club"",""bar"",""point_of_interest"",""establishment""]",680,"275 Pitt Street, Sydney"
5f7dfbe5f9ea96e61672dcf1,OPERATIONAL,-33.8844693,151.2106582,Button Bar,ChIJ368FASKuEmsRapNBiWkjg40,4.2,"[""bar"",""food"",""point_of_interest"",""establishment""]",385,"65 Foveaux Street, Surry Hills"
5f7dfbe5f9ea96e61672dcf2,OPERATIONAL,-33.8707409,151.1989615,"Hurricane's Grill Darling Harbour",ChIJL7SCpzCuEmsRN8MD9vPXmOs,4,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",1816,"433/436 Darling Drive, Sydney"
5f7dfbe5f9ea96e61672dcf3,OPERATIONAL,-33.8626707,151.2064607,Malt Shovel Taphouse - The Rocks,ChIJdU3X20OuEmsRfQlrhMgljAc,4,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",1009,"135 Harrington Street, The Rocks"
5f7dfbe5f9ea96e61672dcf4,OPERATIONAL,-33.88838000000001,151.2368762,Woollahra Hotel,ChIJJz0g-fytEmsR-OARqaI6FiY,4,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",248,"116 Queen Street, Woollahra"
5f7dfbe5f9ea96e61672dcf5,OPERATIONAL,-33.8659992,151.2015769,The Loft,ChIJxZ3vgTiuEmsRjsB0BmHCaiw,4.2,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",209,"3 Lime Street, Sydney"
5f7dfbe5f9ea96e61672dcf6,OPERATIONAL,-33.8684874,151.2058782,Hotel CBD,ChIJOeMBaD-uEmsRz9dESqL-dtk,3.9,"[""restaurant"",""bar"",""food"",""point_of_interest"",""establishment""]",667,"52 King Street, Sydney"
5f7dfbe5f9ea96e61672dcf7,OPERATIONAL,-33.86842669999999,151.2204918,Manta Restaurant,ChIJQ01YvW2uEmsRV_lzY4B5MEk,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",422,"6/6 Cowper Wharf Roadway, Woolloomooloo"
