"lc_ply_pid","dt_create","dt_retire","loc_pid","nsw_locali","nsw_loca_1","nsw_loca_2","nsw_loca_3","nsw_loca_4","nsw_loca_5","nsw_loca_6","nsw_loca_7"
"19236","2012-11-21Z","","NSW4400","2013-01-23Z","","WOMERAH","","","G","","1"
