LC_PLY_PID,DT_CREATE,DT_RETIRE,LOC_PID,NAME,POSTCODE,PRIM_PCODE,LOCCL_CODE,DT_GAZETD,STATE_PID
31177,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2690,MOLLYMOOK,,,G,"""1899-11-30T00:00:00.000Z""",1
29811,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4177,WARATAH WEST,,,G,"""1899-11-30T00:00:00.000Z""",1
25651,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3993,TULLERA,,,G,"""1899-11-30T00:00:00.000Z""",1
25980,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4379,WOG WOG,,2550,G,"""1899-11-30T00:00:00.000Z""",1
28651,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1658,GLANMIRE,,,G,"""1899-11-30T00:00:00.000Z""",1
28662,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4463,WYAN,,,G,"""1899-11-30T00:00:00.000Z""",1
28696,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1670,GLEN OAK,,,G,"""1899-11-30T00:00:00.000Z""",1
28709,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2213,KOORAGANG,,,G,"""1899-11-30T00:00:00.000Z""",1
28530,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5018,WAMBANGALANG,,,G,"""1899-11-30T00:00:00.000Z""",1
28539,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW315,BERREMANGRA,,,G,"""1899-11-30T00:00:00.000Z""",1
8525,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW202,BARNEYS REEF,,,G,"""1899-11-30T00:00:00.000Z""",1
22328,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3699,STOKERS SIDING,,,G,"""1899-11-30T00:00:00.000Z""",1
13257,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3113,OLINDA,,,G,"""1899-11-30T00:00:00.000Z""",1
17358,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3774,TAMARAMA,,,G,"""1899-11-30T00:00:00.000Z""",1
23362,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW48,AMAROO,,,G,"""1899-11-30T00:00:00.000Z""",1
13317,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3585,SIX MILE SWAMP,,,G,"""1899-11-30T00:00:00.000Z""",1
27582,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2121,KENEBRI,,,G,"""1899-11-30T00:00:00.000Z""",1
19623,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1664,GLEN DAVIS,,,G,"""1899-11-30T00:00:00.000Z""",1
27109,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW762,CALALA,,,G,"""1899-11-30T00:00:00.000Z""",1
27206,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3526,SAUMAREZ,,,G,"""1899-11-30T00:00:00.000Z""",1
13318,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4074,UPPER MONGOGARIE,,,G,"""1899-11-30T00:00:00.000Z""",1
28254,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2164,KINCHELA,,,G,"""1899-11-30T00:00:00.000Z""",1
27044,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1423,ELSMORE,,,G,"""1899-11-30T00:00:00.000Z""",1
27018,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2593,MENINDEE,,,G,"""1899-11-30T00:00:00.000Z""",1
27209,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2984,NEWSTEAD,,,G,"""1899-11-30T00:00:00.000Z""",1
20638,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1113,COXS CROWN,,,G,"""1899-11-30T00:00:00.000Z""",1
27043,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3178,PARADISE,,,G,"""1899-11-30T00:00:00.000Z""",1
13320,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1937,HOGARTH RANGE,,,G,"""1899-11-30T00:00:00.000Z""",1
29760,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5127,NORTH KELLYVILLE,,,G,"""1899-11-30T00:00:00.000Z""",1
26910,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3536,SCOTIA,,,G,"""1899-11-30T00:00:00.000Z""",1
20063,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3801,TARRAGANDA,,,G,"""1899-11-30T00:00:00.000Z""",1
23385,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2607,MERRIWA,,,G,"""1899-11-30T00:00:00.000Z""",1
12739,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3997,TULLYMORGAN,,,G,"""1899-11-30T00:00:00.000Z""",1
25696,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2137,KIA ORA,,,G,"""1899-11-30T00:00:00.000Z""",1
28444,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2833,MOUNTAIN VIEW,,,G,"""1899-11-30T00:00:00.000Z""",1
22969,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2134,KEYBARBIN,,,G,"""1899-11-30T00:00:00.000Z""",1
20600,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2235,KUNGALA,,,G,"""1899-11-30T00:00:00.000Z""",1
26905,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW119,AYLMERTON,,,G,"""1899-11-30T00:00:00.000Z""",1
26930,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2629,MIDDLETON GRANGE,,,G,"""1899-11-30T00:00:00.000Z""",1
27198,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1933,HINCHINBROOK,,,G,"""1899-11-30T00:00:00.000Z""",1
26916,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2507,MARCH,,,G,"""1899-11-30T00:00:00.000Z""",1
27914,"""2017-09-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3748,SYDENHAM,,,G,"""1899-11-30T00:00:00.000Z""",1
29473,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW403,BLACKWALL,,,G,"""1899-11-30T00:00:00.000Z""",1
29816,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3664,ST ANDREWS,,,G,"""1899-11-30T00:00:00.000Z""",1
29871,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1650,GIRILAMBONE,,,G,"""1899-11-30T00:00:00.000Z""",1
28635,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW239,BEARBONG,,,G,"""1899-11-30T00:00:00.000Z""",1
29636,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2930,NARRAN LAKE,,,G,"""1899-11-30T00:00:00.000Z""",1
29736,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4184,WARIALDA,,,G,"""1899-11-30T00:00:00.000Z""",1
29745,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3991,TULLAMORE,,,G,"""1899-11-30T00:00:00.000Z""",1
29801,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3968,TRANGIE,,,G,"""1899-11-30T00:00:00.000Z""",1
20094,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3648,SPRING HILL,,2500,G,"""1899-11-30T00:00:00.000Z""",1
20096,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW133,BAERAMI CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
20090,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5031,AMOSFIELD,,,G,"""1899-11-30T00:00:00.000Z""",1
29431,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4099,VACY,,,G,"""1899-11-30T00:00:00.000Z""",1
31121,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5057,POMONA,,,G,"""1899-11-30T00:00:00.000Z""",1
17725,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2076,KAMARAH,,,G,"""1899-11-30T00:00:00.000Z""",1
11282,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3432,ROSEBANK,,,G,"""1899-11-30T00:00:00.000Z""",1
11283,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3827,TERANIA CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
15510,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW421,BLUE MOUNTAINS NATIONAL PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
15511,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW421,BLUE MOUNTAINS NATIONAL PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
19136,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW268,BELLBROOK,,,G,"""1899-11-30T00:00:00.000Z""",1
26517,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2901,MYLNEFORD,,,G,"""1899-11-30T00:00:00.000Z""",1
23771,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1566,FORESTVILLE,,,G,"""1899-11-30T00:00:00.000Z""",1
15123,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4453,WORONORA HEIGHTS,,,G,"""1899-11-30T00:00:00.000Z""",1
23772,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2154,KILLARNEY HEIGHTS,,,G,"""1899-11-30T00:00:00.000Z""",1
19139,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1881,HARTWOOD,,,G,"""1899-11-30T00:00:00.000Z""",1
19140,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1011,CONARGO,,,G,"""1899-11-30T00:00:00.000Z""",1
19141,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2363,LINDIFFERON,,,G,"""1899-11-30T00:00:00.000Z""",1
28183,"""2017-09-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1119,CRAVEN,,,G,"""1899-11-30T00:00:00.000Z""",1
15707,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1243,DEER VALE,,,G,"""1899-11-30T00:00:00.000Z""",1
27988,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3346,RATHMINES,,,G,"""1899-11-30T00:00:00.000Z""",1
19144,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1804,GROWEE,,,G,"""1899-11-30T00:00:00.000Z""",1
27971,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1740,GOSFORTH,,,G,"""1899-11-30T00:00:00.000Z""",1
27900,"""2017-09-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1562,FOREST HILL,,,G,"""1899-11-30T00:00:00.000Z""",1
19146,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4298,WESTWOOD,,,G,"""1899-11-30T00:00:00.000Z""",1
19147,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4231,WATTON,,,G,"""1899-11-30T00:00:00.000Z""",1
19376,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4533,YELLOW DAM,,,G,"""1899-11-30T00:00:00.000Z""",1
19377,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3229,PIGEONBAH,,,G,"""1899-11-30T00:00:00.000Z""",1
31358,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4176,WARATAH,,,G,"""1899-11-30T00:00:00.000Z""",1
28177,"""2017-09-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2992,NIMMITABEL,,,G,"""1899-11-30T00:00:00.000Z""",1
19379,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2181,KINGSGATE,,,G,"""1899-11-30T00:00:00.000Z""",1
28784,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW30,ALEXANDRIA,,,G,"""1899-11-30T00:00:00.000Z""",1
28792,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1314,DUDLEY,,,G,"""1899-11-30T00:00:00.000Z""",1
27170,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW36,ALLAMBIE HEIGHTS,,,G,"""1899-11-30T00:00:00.000Z""",1
27611,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5085,GREENHILLS BEACH,,,G,"""1899-11-30T00:00:00.000Z""",1
28756,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2919,NAPOLEON REEF,,,G,"""1899-11-30T00:00:00.000Z""",1
28767,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4142,WALLANBAH,,,G,"""1899-11-30T00:00:00.000Z""",1
28692,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW329,BETHUNGRA,,,G,"""1899-11-30T00:00:00.000Z""",1
28713,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2594,MERAH NORTH,,,G,"""1899-11-30T00:00:00.000Z""",1
28744,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4212,WARRUMBUNGLE,,,G,"""1899-11-30T00:00:00.000Z""",1
28754,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2816,MOUNT TENANDRA,,,G,"""1899-11-30T00:00:00.000Z""",1
28771,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW272,BELLMOUNT FOREST,,,G,"""1899-11-30T00:00:00.000Z""",1
29747,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4527,YASS RIVER,,,G,"""1899-11-30T00:00:00.000Z""",1
29748,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2254,LADE VALE,,,G,"""1899-11-30T00:00:00.000Z""",1
28832,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW500,BOORAL,,,G,"""1899-11-30T00:00:00.000Z""",1
29642,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2502,MANTON,,,G,"""1899-11-30T00:00:00.000Z""",1
29752,"""2019-02-26T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2424,LOWER BORO,,,G,"""1899-11-30T00:00:00.000Z""",1
11139,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW386,BLACK CREEK,,2729,G,"""1899-11-30T00:00:00.000Z""",1
28742,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1929,HILLSDALE,,,G,"""1899-11-30T00:00:00.000Z""",1
26824,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2398,LONDONDERRY,,,G,"""1899-11-30T00:00:00.000Z""",1
27144,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1956,HORNSBY,,,G,"""1899-11-30T00:00:00.000Z""",1
17655,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4061,UPPER EDEN CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
26614,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1684,GLENGARRIE,,,G,"""1899-11-30T00:00:00.000Z""",1
21221,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW17,ADAMSTOWN HEIGHTS,,,G,"""1899-11-30T00:00:00.000Z""",1
17662,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW559,BRAY PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
17301,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW488,BOOLIGAL,,,G,"""1899-11-30T00:00:00.000Z""",1
17781,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4508,YARRAMALONG,,,G,"""1899-11-30T00:00:00.000Z""",1
28221,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1602,GANGAT,,,G,"""1899-11-30T00:00:00.000Z""",1
17708,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4095,URILA,,,G,"""1899-11-30T00:00:00.000Z""",1
27067,"""2016-12-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW473,BONNELLS BAY,,,G,"""1899-11-30T00:00:00.000Z""",1
13649,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3611,SOUTH COOGEE,,,G,"""1899-11-30T00:00:00.000Z""",1
13376,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3395,RIVERLEA,,,G,"""1899-11-30T00:00:00.000Z""",1
13377,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2702,MONIVAE,,,G,"""1899-11-30T00:00:00.000Z""",1
13378,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW780,CAMBOON,,,G,"""1899-11-30T00:00:00.000Z""",1
29012,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4477,WYONG,,,G,"""1899-11-30T00:00:00.000Z""",1
16492,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3758,TACOMA SOUTH,,,G,"""1899-11-30T00:00:00.000Z""",1
12757,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW618,BROWNS MOUNTAIN,,,G,"""1899-11-30T00:00:00.000Z""",1
28983,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2636,MILKERS FLAT,,,G,"""1899-11-30T00:00:00.000Z""",1
11339,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2405,LONG POINT,,2564,G,"""1899-11-30T00:00:00.000Z""",1
29506,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1203,DALSWINTON,,,G,"""1899-11-30T00:00:00.000Z""",1
29539,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2846,MULLAMUDDY,,,G,"""1899-11-30T00:00:00.000Z""",1
29547,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1005,COMBOYNE,,,G,"""1899-11-30T00:00:00.000Z""",1
29562,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2159,KILLIEKRANKIE,,,G,"""1899-11-30T00:00:00.000Z""",1
29573,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4150,WALLERAWANG,,,G,"""1899-11-30T00:00:00.000Z""",1
29574,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3782,TANJA,,,G,"""1899-11-30T00:00:00.000Z""",1
29583,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2645,MILLTHORPE,,,G,"""1899-11-30T00:00:00.000Z""",1
29587,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2493,MANGROVE MOUNTAIN,,,G,"""1899-11-30T00:00:00.000Z""",1
25902,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1962,HORSLEY,,,G,"""1899-11-30T00:00:00.000Z""",1
20922,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW148,BALDRY,,,G,"""1899-11-30T00:00:00.000Z""",1
20925,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW279,BELOKA,,,G,"""1899-11-30T00:00:00.000Z""",1
25731,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1063,COOPLACURRIPA,,,G,"""1899-11-30T00:00:00.000Z""",1
25658,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2167,KINDEE,,,G,"""1899-11-30T00:00:00.000Z""",1
25737,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3420,ROCKY RIVER,,2372,G,"""1899-11-30T00:00:00.000Z""",1
22686,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4349,WINDELLA,,,G,"""1899-11-30T00:00:00.000Z""",1
16851,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3367,REDFERN,,,G,"""1899-11-30T00:00:00.000Z""",1
9768,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1180,CURLEW WATERS,,,G,"""1899-11-30T00:00:00.000Z""",1
15319,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3567,SHELLY BEACH,,,G,"""1899-11-30T00:00:00.000Z""",1
28722,"""2018-06-07T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1512,FARRINGDON,,,G,"""1899-11-30T00:00:00.000Z""",1
18520,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3234,PILOT WILDERNESS,,,G,"""1899-11-30T00:00:00.000Z""",1
29859,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3999,TUMBI UMBI,,,G,"""1899-11-30T00:00:00.000Z""",1
18521,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4035,UARBRY,,,G,"""1899-11-30T00:00:00.000Z""",1
29866,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4123,WAITUI,,,G,"""1899-11-30T00:00:00.000Z""",1
29867,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1866,HANNAM VALE,,,G,"""1899-11-30T00:00:00.000Z""",1
16513,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5088,WHALE BEACH,,,G,"""1899-11-30T00:00:00.000Z""",1
16517,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW959,COASTERS RETREAT,,,G,"""1899-11-30T00:00:00.000Z""",1
16523,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5089,MCCARRS CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
16524,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1425,ELVINA BAY,,,G,"""1899-11-30T00:00:00.000Z""",1
20032,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1902,HEATHERBRAE,,,G,"""1899-11-30T00:00:00.000Z""",1
13875,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2739,MOPPY,,,G,"""1899-11-30T00:00:00.000Z""",1
18634,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3135,OURNIE,,,G,"""1899-11-30T00:00:00.000Z""",1
18636,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1726,GOOLMANGAR,,,G,"""1899-11-30T00:00:00.000Z""",1
13476,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW498,BOORABEE PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
18637,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2135,KHANCOBAN,,,G,"""1899-11-30T00:00:00.000Z""",1
18638,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4054,UPPER COOPERS CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
26924,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW390,BLACK MOUNTAIN,,,G,"""1899-11-30T00:00:00.000Z""",1
18640,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4009,TUPPAL,,,G,"""1899-11-30T00:00:00.000Z""",1
27205,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2176,KINGS PLAINS,,2360,G,"""1899-11-30T00:00:00.000Z""",1
27919,"""2017-09-12T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW396,BLACKETT,,,G,"""1899-11-30T00:00:00.000Z""",1
18073,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW501,BOORGA,,,G,"""1899-11-30T00:00:00.000Z""",1
19683,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2395,LOFTVILLE,,,G,"""1899-11-30T00:00:00.000Z""",1
27492,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3226,PICKETTS VALLEY,,,G,"""1899-11-30T00:00:00.000Z""",1
27327,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3314,QUAMBONE,,,G,"""1899-11-30T00:00:00.000Z""",1
23341,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4359,WINDY,,,G,"""1899-11-30T00:00:00.000Z""",1
19926,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2538,MARYVALE,,,G,"""1899-11-30T00:00:00.000Z""",1
8600,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4333,WILLINA,,,G,"""1899-11-30T00:00:00.000Z""",1
27266,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW723,BURREN JUNCTION,,,G,"""1899-11-30T00:00:00.000Z""",1
12747,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2374,LITTLE FOREST,,,G,"""1899-11-30T00:00:00.000Z""",1
30478,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW197,BARHAM,,,G,"""1899-11-30T00:00:00.000Z""",1
