LC_PLY_PID,DT_CREATE,DT_RETIRE,LOC_PID,NAME,POSTCODE,PRIM_PCODE,LOCCL_CODE,DT_GAZETD,STATE_PID
30696,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1118,CRANGAN BAY,,,G,"""1899-11-30T00:00:00.000Z""",1
30527,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4132,WALGETT,,,G,"""1899-11-30T00:00:00.000Z""",1
25564,"""2015-12-01T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3392,RICHMOND VALE,,,G,"""1899-11-30T00:00:00.000Z""",1
15579,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3129,OSBORNE,,,G,"""1899-11-30T00:00:00.000Z""",1
26524,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4458,WRATHALL,,,G,"""1899-11-30T00:00:00.000Z""",1
21837,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW955,CLYDESDALE,,,G,"""1899-11-30T00:00:00.000Z""",1
12268,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4004,TUMUT PLAINS,,,G,"""1899-11-30T00:00:00.000Z""",1
23116,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3622,SOUTH LISMORE,,,G,"""1899-11-30T00:00:00.000Z""",1
23117,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1719,GOODNIGHT,,,G,"""1899-11-30T00:00:00.000Z""",1
16788,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4052,UPPER BYLONG,,,G,"""1899-11-30T00:00:00.000Z""",1
16789,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3473,RUNNYFORD,,,G,"""1899-11-30T00:00:00.000Z""",1
23118,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1404,EIGHTEEN MILE,,,G,"""1899-11-30T00:00:00.000Z""",1
23120,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4089,URANGELINE,,,G,"""1899-11-30T00:00:00.000Z""",1
12159,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2335,LEWIS PONDS,,,G,"""1899-11-30T00:00:00.000Z""",1
25208,"""2015-12-01T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1341,DUNS CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
18796,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW943,CLIFDEN,,,G,"""1899-11-30T00:00:00.000Z""",1
16250,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4090,URANGELINE EAST,,,G,"""1899-11-30T00:00:00.000Z""",1
12348,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3279,POTATO POINT,,,G,"""1899-11-30T00:00:00.000Z""",1
24256,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2676,MODANVILLE,,,G,"""1899-11-30T00:00:00.000Z""",1
26784,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2284,LALOR PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
28197,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1513,FASSIFERN,,,G,"""1899-11-30T00:00:00.000Z""",1
24261,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW419,BLUE HAVEN,,,G,"""1899-11-30T00:00:00.000Z""",1
24262,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1299,DOYALSON,,,G,"""1899-11-30T00:00:00.000Z""",1
24263,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3501,SAN REMO,,,G,"""1899-11-30T00:00:00.000Z""",1
24264,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3901,TILBA TILBA,,,G,"""1899-11-30T00:00:00.000Z""",1
23950,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3750,SYLVANIA,,,G,"""1899-11-30T00:00:00.000Z""",1
23951,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3520,SANS SOUCI,,,G,"""1899-11-30T00:00:00.000Z""",1
23809,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5068,ELIZABETH HILLS,,,G,"""1899-11-30T00:00:00.000Z""",1
30578,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2743,MOREE,,,G,"""1899-11-30T00:00:00.000Z""",1
22793,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3111,OLD STATION,,,G,"""1899-11-30T00:00:00.000Z""",1
22794,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1640,GILLENBAH,,,G,"""1899-11-30T00:00:00.000Z""",1
23482,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2246,KYBEYAN,,,G,"""1899-11-30T00:00:00.000Z""",1
23483,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3928,TOMALLA,,,G,"""1899-11-30T00:00:00.000Z""",1
16761,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2717,MOONAN BROOK,,,G,"""1899-11-30T00:00:00.000Z""",1
23484,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1671,GLEN WARD,,,G,"""1899-11-30T00:00:00.000Z""",1
23518,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4186,WARILLA,,,G,"""1899-11-30T00:00:00.000Z""",1
17068,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1396,EDGECLIFF,,,G,"""1899-11-30T00:00:00.000Z""",1
17079,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2812,MOUNT ROYAL,,,G,"""1899-11-30T00:00:00.000Z""",1
17085,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4489,YAMBA,,,G,"""1899-11-30T00:00:00.000Z""",1
15599,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3294,PUCAWAN,,,G,"""1899-11-30T00:00:00.000Z""",1
26111,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW902,CHARLTON,,,G,"""1899-11-30T00:00:00.000Z""",1
26112,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4375,WISEMANS CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
26293,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3458,ROUND SWAMP,,,G,"""1899-11-30T00:00:00.000Z""",1
26872,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1730,GOONENGERRY,,,G,"""1899-11-30T00:00:00.000Z""",1
26493,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW557,BRAUNSTONE,,,G,"""1899-11-30T00:00:00.000Z""",1
25945,"""2016-02-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4264,WERAI,,,G,"""1899-11-30T00:00:00.000Z""",1
26873,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1311,DUCK CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
26652,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2536,MARYLAND,,4377,G,"""1899-11-30T00:00:00.000Z""",1
26835,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2207,KOOKABOOKRA,,,G,"""1899-11-30T00:00:00.000Z""",1
26834,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2679,MOGGS SWAMP,,,G,"""1899-11-30T00:00:00.000Z""",1
25759,"""2016-02-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4049,UPPER ALLYN,,,G,"""1899-11-30T00:00:00.000Z""",1
24479,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW494,BOOMI CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
24535,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3435,ROSEBERRY CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
25463,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1665,GLEN ELGIN,,,G,"""1899-11-30T00:00:00.000Z""",1
25582,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW185,BANYABBA,,,G,"""1899-11-30T00:00:00.000Z""",1
25321,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1177,CUNNINYEUK,,,G,"""1899-11-30T00:00:00.000Z""",1
20715,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1649,GIRARDS HILL,,,G,"""1899-11-30T00:00:00.000Z""",1
20736,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1316,DULGUIGAN,,,G,"""1899-11-30T00:00:00.000Z""",1
20740,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4545,YETMAN,,,G,"""1899-11-30T00:00:00.000Z""",1
21298,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW110,AUSTRAL EDEN,,,G,"""1899-11-30T00:00:00.000Z""",1
10132,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3337,RAMSGATE BEACH,,,G,"""1899-11-30T00:00:00.000Z""",1
10041,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3205,PELICAN,,,G,"""1899-11-30T00:00:00.000Z""",1
18092,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4167,WANG WAUK,,,G,"""1899-11-30T00:00:00.000Z""",1
18095,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1548,FIVE DOCK,,,G,"""1899-11-30T00:00:00.000Z""",1
17783,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4381,WOLGAN VALLEY,,,G,"""1899-11-30T00:00:00.000Z""",1
17795,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1968,HOWES VALLEY,,,G,"""1899-11-30T00:00:00.000Z""",1
26747,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3409,ROCKDALE,,,G,"""1899-11-30T00:00:00.000Z""",1
26659,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5117,KINVARA,,,G,"""1899-11-30T00:00:00.000Z""",1
26777,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2691,MOLLYMOOK BEACH,,,G,"""1899-11-30T00:00:00.000Z""",1
15457,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1634,GIDLEY,,,G,"""1899-11-30T00:00:00.000Z""",1
15459,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2165,KINCUMBER,,,G,"""1899-11-30T00:00:00.000Z""",1
19383,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW549,BOYDTOWN,,,G,"""1899-11-30T00:00:00.000Z""",1
15731,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1565,FOREST REEFS,,,G,"""1899-11-30T00:00:00.000Z""",1
17109,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW819,CAPTAINS FLAT,,,G,"""1899-11-30T00:00:00.000Z""",1
15735,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2382,LITTLE WOBBY,,,G,"""1899-11-30T00:00:00.000Z""",1
17066,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1223,DARLINGTON,,2008,G,"""1899-11-30T00:00:00.000Z""",1
15619,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW13,ABINGTON,,,G,"""1899-11-30T00:00:00.000Z""",1
26631,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2091,KAPOOKA,,,G,"""1899-11-30T00:00:00.000Z""",1
18662,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW893,CHAELUNDI,,,G,"""1899-11-30T00:00:00.000Z""",1
28437,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW657,BUKKULLA,,,G,"""1899-11-30T00:00:00.000Z""",1
28349,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1048,COOLUMBOOKA,,,G,"""1899-11-30T00:00:00.000Z""",1
28458,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW803,CANDELO,,,G,"""1899-11-30T00:00:00.000Z""",1
28423,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1601,GANBENANG,,,G,"""1899-11-30T00:00:00.000Z""",1
28304,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3659,SPRINGSIDE,,,G,"""1899-11-30T00:00:00.000Z""",1
28406,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3971,TRENAYR,,,G,"""1899-11-30T00:00:00.000Z""",1
28385,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3588,SKINNERS SHOOT,,,G,"""1899-11-30T00:00:00.000Z""",1
28340,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW960,COBAKI,,,G,"""1899-11-30T00:00:00.000Z""",1
28365,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3268,PONTO,,,G,"""1899-11-30T00:00:00.000Z""",1
29627,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1176,CUNJURONG POINT,,,G,"""1899-11-30T00:00:00.000Z""",1
15165,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2155,KILLARNEY VALE,,,G,"""1899-11-30T00:00:00.000Z""",1
27284,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3241,PINE GROVE,,,G,"""1899-11-30T00:00:00.000Z""",1
26229,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW76,ARGALONG,,,G,"""1899-11-30T00:00:00.000Z""",1
31126,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2802,MOUNT MURRAY,,,G,"""1899-11-30T00:00:00.000Z""",1
26306,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW622,BRUIE PLAINS,,,G,"""1899-11-30T00:00:00.000Z""",1
29272,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1187,CURRANS HILL,,,G,"""1899-11-30T00:00:00.000Z""",1
30227,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3107,OLD GUILDFORD,,,G,"""1899-11-30T00:00:00.000Z""",1
30245,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1497,FAIRFIELD HEIGHTS,,,G,"""1899-11-30T00:00:00.000Z""",1
15625,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1614,GEEHI,,,G,"""1899-11-30T00:00:00.000Z""",1
23568,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4496,YANTABULLA,,,G,"""1899-11-30T00:00:00.000Z""",1
15628,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2263,LAKE BURRENDONG,,,G,"""1899-11-30T00:00:00.000Z""",1
19163,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1293,DORROUGHBY,,,G,"""1899-11-30T00:00:00.000Z""",1
31408,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1756,GRANVILLE,,,G,"""1899-11-30T00:00:00.000Z""",1
18564,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3379,REPENTANCE CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
31429,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW60,ANNANDALE,,,G,"""1899-11-30T00:00:00.000Z""",1
18566,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW211,BARREN GROUNDS,,,G,"""1899-11-30T00:00:00.000Z""",1
18567,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW727,BURRINJUCK,,,G,"""1899-11-30T00:00:00.000Z""",1
30113,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2481,MALLOWA,,,G,"""1899-11-30T00:00:00.000Z""",1
21830,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW837,CARRABOLLA,,,G,"""1899-11-30T00:00:00.000Z""",1
15509,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW421,BLUE MOUNTAINS NATIONAL PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
22719,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW735,BUSHELLS RIDGE,,,G,"""1899-11-30T00:00:00.000Z""",1
22720,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW451,BOLARO,,,G,"""1899-11-30T00:00:00.000Z""",1
25378,"""2015-12-01T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW153,BALICKERA,,,G,"""1899-11-30T00:00:00.000Z""",1
29306,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW660,BULGA,,,G,"""1899-11-30T00:00:00.000Z""",1
18682,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2844,MULLA CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
15997,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3956,TORRYBURN,,2421,G,"""1899-11-30T00:00:00.000Z""",1
18680,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4223,WATSONS CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
18684,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW454,BOLTON POINT,,,G,"""1899-11-30T00:00:00.000Z""",1
18686,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1074,COPPABELLA,,,G,"""1899-11-30T00:00:00.000Z""",1
18690,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1324,DUNCANS CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
28236,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3514,SANDY FLAT,,,G,"""1899-11-30T00:00:00.000Z""",1
28174,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW878,CAWONGLA,,,G,"""1899-11-30T00:00:00.000Z""",1
19463,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1865,HANLEYS CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
30661,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2396,LOGANS CROSSING,,,G,"""1899-11-30T00:00:00.000Z""",1
15499,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2710,MOOGEM,,,G,"""1899-11-30T00:00:00.000Z""",1
24594,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4318,WIDDEN,,,G,"""1899-11-30T00:00:00.000Z""",1
26103,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW426,BOAMBEE,,,G,"""1899-11-30T00:00:00.000Z""",1
24588,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3161,PALLAMALLAWA,,,G,"""1899-11-30T00:00:00.000Z""",1
24353,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3990,TULLAKOOL,,,G,"""1899-11-30T00:00:00.000Z""",1
24354,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW714,BURRABOI,,,G,"""1899-11-30T00:00:00.000Z""",1
24301,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW471,BONDI FOREST,,,G,"""1899-11-30T00:00:00.000Z""",1
30572,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3529,SAWPIT CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
29142,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3834,TERRAMUNGAMINE,,,G,"""1899-11-30T00:00:00.000Z""",1
16005,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1523,FERNBROOK,,,G,"""1899-11-30T00:00:00.000Z""",1
31141,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW59,ANNA BAY,,,G,"""1899-11-30T00:00:00.000Z""",1
31142,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2419,LOUTH PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
12320,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4063,UPPER GROWEE,,,G,"""1899-11-30T00:00:00.000Z""",1
21212,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW698,BUNGOWANNAH,,,G,"""1899-11-30T00:00:00.000Z""",1
30167,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5011,GOONOO FOREST,,,G,"""1899-11-30T00:00:00.000Z""",1
30169,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3776,TAMBAR SPRINGS,,,G,"""1899-11-30T00:00:00.000Z""",1
18910,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1073,COPMANHURST,,,G,"""1899-11-30T00:00:00.000Z""",1
23815,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1315,DUFFYS FOREST,,,G,"""1899-11-30T00:00:00.000Z""",1
30194,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3791,TARAGO,,,G,"""1899-11-30T00:00:00.000Z""",1
30656,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2567,MCLEODS SHOOT,,,G,"""1899-11-30T00:00:00.000Z""",1
15500,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2574,MEDLOW BATH,,,G,"""1899-11-30T00:00:00.000Z""",1
16137,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1669,GLEN NEVIS,,,G,"""1899-11-30T00:00:00.000Z""",1
26304,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1123,CREEWAH,,,G,"""1899-11-30T00:00:00.000Z""",1
16138,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2985,NEWTON BOYD,,,G,"""1899-11-30T00:00:00.000Z""",1
19151,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3715,STUARTS POINT,,,G,"""1899-11-30T00:00:00.000Z""",1
19152,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4128,WALBUNDRIE,,,G,"""1899-11-30T00:00:00.000Z""",1
19154,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4053,UPPER COLO,,,G,"""1899-11-30T00:00:00.000Z""",1
19156,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2776,MOUNT DAVID,,,G,"""1899-11-30T00:00:00.000Z""",1
27888,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3740,SWAN CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
30037,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW337,BIALA,,,G,"""1899-11-30T00:00:00.000Z""",1
19456,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3884,THIRLDENE,,,G,"""1899-11-30T00:00:00.000Z""",1
16345,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2814,MOUNT SAINT THOMAS,,,G,"""1899-11-30T00:00:00.000Z""",1
16352,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW421,BLUE MOUNTAINS NATIONAL PARK,,,G,"""1899-11-30T00:00:00.000Z""",1
30041,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1474,EUMUNGERIE,,,G,"""1899-11-30T00:00:00.000Z""",1
30065,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW712,BURRA CREEK,,,G,"""1899-11-30T00:00:00.000Z""",1
16358,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4416,WOODFORD,,,G,"""1899-11-30T00:00:00.000Z""",1
30076,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW5055,COOMEALLA,,,G,"""1899-11-30T00:00:00.000Z""",1
17112,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW4245,WEE JASPER,,,G,"""1899-11-30T00:00:00.000Z""",1
30164,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2147,KIKIAMAH,,,G,"""1899-11-30T00:00:00.000Z""",1
30168,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW1421,ELONG ELONG,,,G,"""1899-11-30T00:00:00.000Z""",1
30182,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW3920,TIRRANNAVILLE,,,G,"""1899-11-30T00:00:00.000Z""",1
30195,"""2019-05-29T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2261,LAKE BATHURST,,,G,"""1899-11-30T00:00:00.000Z""",1
18664,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW589,BROBENAH,,,G,"""1899-11-30T00:00:00.000Z""",1
18668,"""2020-06-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",NSW2632,MIHI,,,G,"""1899-11-30T00:00:00.000Z""",1
